Product Name,Rating,Date,Author,Body,Link
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"September 11, 2019",XtinaG,There is great stretch and comfort to these shorts while also keeping to a well made and tough product that rugby demands in a uniform.,https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,1.0,"January 3, 2020",Amazon Customer,Im a medium 31 or 32 waist on every thing i buy and normally stuff feels a bit loose on my waistline.These are EXTREMEÑY TIGHT DO NOT BUY.OTHER REVIEWS NOT TO BE Trusted at all.,https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"August 4, 2019",XtinaG,This was my first pair of rugby shorts. I tend to prefer shorts that don't hang down to your knees so these are perfect. I wear a 35-36 waist and a large fits great. They are super stretchy and very comfortable.,https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"April 14, 2019",Amazon Customer,I did not want shorts that are tight on the waist - I have a 31 / 32 inch waist and I got a large - I am very happy with these rugby shorts - I do not wear them for rugby but rather to the gym.  They are comfy.,https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"March 13, 2019",Garrett,"Well made, heavy fabric.  The flexible material in the crotch and outer legs is great.  Drawstring so they won’t pull down in a ruck.  True to size.  Our favorite rugby shorts.  Only thing I wish they had was the no slip grip material on the waist to hold your Jersey in place.",https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"July 26, 2019",Chuck Davidson,"They are a really good fit, other rugby shorts tend to fit much smaller but these fit perfectly.",https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"May 25, 2019",Nurse Mom,Shorts are a perfect fit for my son who was playing tackle 15s and now summer 7s. He loves how they fit and feel.,https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"July 19, 2019",stephen j harris,These are very nice. I usually tear my shorts down the seams. But these are nice stretchy. If they offered a larger size that would be nice.,https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,2.0,"February 20, 2020",Kris R. Parker,Shorts were good length but the stretch was not there for the legs especially for me going down in scrums these shorts do give me good flexibility,https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,4.0,"October 7, 2019",kelton,"Great shorts, run a little small.",https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,1.0,"January 28, 2020",XtinaG,"I've had bad experience buying shorts,always 3 sizes to big",https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"December 25, 2019",Amazon Customer,"Strong, good for training and a match.",https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"August 11, 2019",Amazon Customer,The materials and quality are above what I expected... Awesome fit!,https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"June 14, 2019",Amazon Customer,Fit an looks slick. Rugby Life,https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"September 24, 2019",Humberto Perez Ruiz,These shorts fit well and are easy to maintain.,https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"September 1, 2019",Jordan P,"I was a little hesitant ordering these since I was unsure of my size. I am 5’7, 166 lbs and ordered a small. They fit amazing! Can’t wait to wear them on the pitch.",https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
RHINO RUGBY Fitted Stretch Performance Game Day Shorts,5.0,"February 13, 2019",Karen Nauman,"Love these rugby shorts.  I like shorter length shorts than the current style for the gym.  These are a little above mid thigh.  The quality is excellent.  The fabric is very comfortable, but looks durable.  The fit is great.",https://amazon.com/RHINO-RUGBY-Fitted-Stretch-Performance/product-reviews/B07QM2J8NX/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"November 14, 2019",David,I've been using this ball for about 2 months now. I highly recommend this ball. It can withstand being shot and having firm driven passes to a brick wall. It can stay pumped for very very long and still stays pumped after hard training sessions. Shooting feels nice and doesn't feel like a beachball or a brick. The ball glides nicely on the ground and especially on wet surfaces. Overall great ball. Yet if you are one who needs their ball to be pumped before they receivece it then I regret to inform you that you will need a ball pump.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
Nike Strike Soccer Ball (White/Racer Blue) (5),2.0,"July 23, 2019",David F,"Liked the texture/feel of the balls cover. Not slick, little grippy. However, ball has high spots at some of the balls stitched seam corners. This makes the ball slightly lopsided and accelerate wear at these high points. Returned the first one, received a second with the same issues although slightly less. Daughter has played with it so it’s dirty and scuffed up so most likely not returnable. Wouldn’t buy again.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"November 3, 2018",David,"Ball looked great out of the box, but after a practice session it quickly became the dirtiest ball on the field, it picked up dirt like a magnet!  By the end of a 3 game weekend where the ball was used only for practice, it started to leak air and by the end of the second week it was no longer usable.  For the price, I expected a lot better product.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"April 4, 2018",David F,"My daughter loves it. Of course it came deflated, which is understandable for shipping purposes. No big deal since we are a huge soccer family and have many ball pumps on hand. This ball holds air well. Great ball made by Nike.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"September 10, 2018",J. Ivey,So far so good.  My daughter (and her soccer teams) seem to destroy a ball every couple of months.  This is the first Nike ball we have purchased in years and it is holding air well and standing up to 12-14 year old kicks so far!,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"December 14, 2018",Sarah Montano,"I assumed I was buying a soccer ball like any other you would from a store, meaning in the manufacturers original box and inflated for use. Instead I received a flattened ball in no case. I contacted customer support and they resent the ball saying it would be inflated but it was not. very disappointed as I have no way to fill the ball.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"November 15, 2018",Angela,"The go-to ball for my kid's competitive soccer team - games, practices, scrimmages.  For some reason this is the ball the referees and coaches always grab.  I'm not a soccer player, but it must be doing something right...",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"July 30, 2019",Francisco C.,"EXTERIOR OF BALL CAME OFF, ABSOLUTELY DISGRACE NIKE SELLS THESE POOR QUALITY BALLS.THIS IS NOT A REFLECTION OF THE VENDOR IN ANY WAY.THIS IS A TYPICAL NIKE CRAP PRODUCT.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"May 3, 2019",Jeff Ericson,My son likes the ball.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"February 1, 2019",Cheryl Tavares,Nice soccer ball.  It has a really nice material (stronger and more tough than the usual soccer ball material).  Holds the air and looks great.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"January 15, 2019",David,grandson loved his new soccer ball,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),4.0,"May 30, 2019",David F,"It’s an all around good ball, I mainly use it for training and practice. The picture was a bit misleading because the ball is actually a good but lighter than the picture, but I actually enjoy the color better than what I thought it was going to be.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),2.0,"January 31, 2020",havesomefun,Size 5 is more like a size 4. My daughter cannot use it for competition practice.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"October 23, 2017",Bailey,Son loves this ball for soccer 8th grade team.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"May 20, 2019",Shaylon,"Very happy with this ball.  Much higher quality than the Nike Pitch, for anyone trying to compare.  Enough texture to allow a good whip for free kicks, didn’t take more than a session to break in - just an overall good ball and value for the cost.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),4.0,"July 11, 2019",Amazon Customer,"It’s the off season now, but if it holds up like the previous versions....this will be great",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"May 18, 2019",TF,My son was very happy with the play of this ball at such a low price.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"March 4, 2019",Wiley,Good ball. Nice look.  Very happy with this for my 12 year old.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),4.0,"December 10, 2017",Joseph,"Excellent feeling. Not to hard, not to soft. Good air dynamics. Curves and swazzes. Though the black lining paint is coming off if played on a rough surface for a day",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),4.0,"March 4, 2019",Rusty J.,"Great ball so far. Comes deflated so it may take a few times playing to get the ridges out of the ball, but it works great.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"August 1, 2018",David,My grandson loves the soccer ball!,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"March 18, 2019",David F,A soccer ball...,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"November 4, 2019",Marsha,Excellent queality,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"October 3, 2017",Amazon Customer,This is great quality!,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"June 17, 2019",James Watson,I love the grain and texture this soccer ball has,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
Nike Strike Soccer Ball (White/Racer Blue) (5),4.0,"January 28, 2019",Marcusen,All came flat and squished into a box but it’ll be fine now that it’s pumped and gets its shape.  Shipped quickly.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"June 1, 2019",david pumpkin,Fake. Not real leather.  Ball ripped after two practices! Go to the Nike store and get a real soccer ball.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
Nike Strike Soccer Ball (White/Racer Blue) (5),4.0,"April 9, 2019",Brian Maughan,I was so sad that this ball was not inflated.  It was purchased for the gift.  Hoping it would have been inflated and in a box.  No box and I had to go out and buy a pump to pump it up.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
Nike Strike Soccer Ball (White/Racer Blue) (5),4.0,"September 18, 2019",John Q,I ordered it and it arrived very quickly. thank you.We haven't used a whole lot so I can't yet speak about it's durability or really it's quality. It has good ratings so I'm sure it will be fine. I'll let you know in several months.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"January 5, 2019",Ellen Y.,Very nice quality! I would definitely recommend.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"January 18, 2020",David,Great Ball have used many times for match games in rec soccer,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"August 19, 2018",David F,"My son, soccer ""guru"", loves this ball. Very well made. Strong value.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"June 16, 2019",LUIS DURAZO,Love it,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"March 4, 2020",SD Ponder,Ordered the ball in 2019 used 10 times and it deflated. I contacted Arnold from customer and he would not replace the shabby ball with another. I wish o could give zero stars.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"May 9, 2019",D. Smith,"My grandson loves his new soccer ball, and his coach likes it so much, he asked if the team could use it for their game ball.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"November 8, 2019",wayne,It's a little heavy is that,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"December 16, 2019",Gail Howard,My twelve-year-old loves it. She says that it has a great feel which gives She says that it has a great feel which gives him better ball control.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4
Nike Strike Soccer Ball (White/Racer Blue) (5),3.0,"December 12, 2019",Amazon Customer,The ball is great for kids ....good grip but dont let it go on hard surfaces....also it gets dirty easily,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"August 17, 2018",Candace Hutchison,Daughter loves this ball,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4
Nike Strike Soccer Ball (White/Racer Blue) (5),4.0,"August 3, 2018",John H. McGuire,Nice ball for the price. Arrived deflated so make sure you have a pump.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"March 7, 2018",David,This is your Nike quality I paid $30 for this is sucks 😤😤,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"June 28, 2019",David F,The seams on this ball are coming apart with only 1 month of play. Would not recommend!!!!,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5
Nike Strike Soccer Ball (White/Racer Blue) (5),3.0,"December 4, 2019",Francisco j Serrano Martinez,The ball seems to be smaller then a standard size 5 ball.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"August 21, 2019",Carrie,Was just what we ordered,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"July 12, 2019",Francisco Arreola,Great price and solid ball. Son loves it.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"April 6, 2019",S. PARTIDA,"It’s a very good ball, pretty good for curves and knuckleballs.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"October 19, 2018",sofia,Excelente no hay mas q decir,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"April 22, 2019",Jayson,Not a true size 4 cheap quality,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"November 29, 2019",Andres castaneda,The ball started peeling apart after less than 1 season.  Not the quality I’m use to.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"November 24, 2019",Mommyof3,This ball didn't lasted 5 minutes.  Spend a little bit more and get a better ball.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"December 27, 2019",David,The first time we used the balls it blew whole. Bad material. Very low quality,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"September 24, 2018",David F,"Great soccer ball, made perfectly",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6
Nike Strike Soccer Ball (White/Racer Blue) (5),2.0,"February 22, 2020",Daniela,Stitching is awful.  For $40 there are much better balls out there.  It’s like a plastic nightmare from the 90’s.,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6
Nike Strike Soccer Ball (White/Racer Blue) (5),1.0,"December 15, 2018",Pascale D,"Received ball this AM. Before inflating, I noticed that it was already coming apart on one of the seams. Will be returning it.",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"October 9, 2019",Gregory Rheinheimer,stays round looks great holds air,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"June 28, 2018",Soccer Coach,Maravilloso,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"December 28, 2018",Amazon Customer,Perfect,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"May 14, 2018",Claudio Valenzuela,The product arrived exactly as described and on time,https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6
Nike Strike Soccer Ball (White/Racer Blue) (5),5.0,"August 7, 2019",Holly O,"Ball for my daughter, she absolutely loves it!",https://amazon.com/Nike-Strike-Soccer-White-Racer/product-reviews/B07BT7QPFS/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6
